"ID","CLIENT_ID","OPERATION_NAME","START_TIME","END_TIME","EXCEPTION_DETAIL"
1082701183,"SFDC","GetCompanyMatches","2015-02-04T04:04:33.355Z","2015-02-04T04:04:40.646Z",""
1082705095,"SFDC","GetCompanyMatches","2015-02-04T04:17:26.939Z","2015-02-04T04:17:47.077Z",""
1082705290,"SFDC","GetCompanyMatches","2015-02-04T04:18:12.239Z","2015-02-04T04:18:28.881Z",""
1082705356,"SFDC","GetCompanyMatches","2015-02-04T04:18:32.990Z","2015-02-04T04:18:40.299Z",""
1082705725,"SFDC","SubmitCustomerApplication","2015-02-04T04:19:27.664Z","2015-02-04T04:19:44.596Z",""
1082705724,"SFDC","GetCompanyMatches","2015-02-04T04:19:40.745Z","2015-02-04T04:19:44.601Z",""
1082706427,"SFDC","GetCompanyMatches","2015-02-04T04:23:24.713Z","2015-02-04T04:23:35.214Z",""
1082706663,"SFDC","SubmitCustomerApplication","2015-02-04T04:24:00.640Z","2015-02-04T04:24:16.624Z",""
1082706764,"SFDC","SubmitCustomerApplication","2015-02-04T04:24:39.975Z","2015-02-04T04:25:05.040Z",""
1082706984,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:26:14.236Z","2015-02-04T04:26:14.608Z",""
1082707245,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:26:55.016Z","2015-02-04T04:26:55.342Z",""
1082707592,"SFDC","SubmitCustomerApplication","2015-02-04T04:28:54.678Z","2015-02-04T04:29:01.215Z",""
1082707658,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:29:13.057Z","2015-02-04T04:29:13.489Z",""
1082707872,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:30:07.121Z","2015-02-04T04:30:07.469Z",""
1082707936,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:30:11.364Z","2015-02-04T04:30:11.997Z",""
1082709845,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:38:59.849Z","2015-02-04T04:39:00.392Z",""
1082710675,"SFDC","SubmitCustomerApplication","2015-02-04T04:43:38.639Z","2015-02-04T04:43:44.234Z",""
1082710785,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:44:06.271Z","2015-02-04T04:44:06.689Z",""
1082710866,"SFDC","GenerateAndUpdateDocuments","2015-02-04T04:44:34.482Z","2015-02-04T04:44:35.000Z",""
1082711228,"SFDC","GetCompanyMatches","2015-02-04T04:46:09.893Z","2015-02-04T04:46:27.491Z",""
1082711291,"SFDC","SubmitCustomerApplication","2015-02-04T04:46:39.424Z","2015-02-04T04:46:42.715Z",""
1082712293,"SFDC","SubmitCustomerApplication","2015-02-04T04:48:27.495Z","2015-02-04T04:48:32.542Z",""
1082712831,"SFDC","GetCompanyMatches","2015-02-04T04:49:29.837Z","2015-02-04T04:49:42.069Z",""
1082713693,"SFDC","GetCompanyMatches","2015-02-04T04:51:48.832Z","2015-02-04T04:51:51.313Z",""
1082713953,"SFDC","SubmitCustomerApplication","2015-02-04T04:51:55.396Z","2015-02-04T04:52:32.316Z",""
1082714314,"SFDC","SubmitCustomerApplication","2015-02-04T04:54:05.953Z","2015-02-04T04:54:11.073Z",""
1082716298,"SFDC","GetCompanyMatches","2015-02-04T04:59:37.677Z","2015-02-04T04:59:49.268Z",""
1082717307,"SFDC","GetCompanyMatches","2015-02-04T05:02:49.471Z","2015-02-04T05:02:57.596Z",""
1082717373,"SFDC","GetCompanyMatches","2015-02-04T05:03:18.425Z","2015-02-04T05:03:25.562Z",""
1082717864,"SFDC","GetCompanyMatches","2015-02-04T05:04:07.384Z","2015-02-04T05:04:14.917Z",""
1082718027,"SFDC","SubmitCustomerApplication","2015-02-04T05:04:23.446Z","2015-02-04T05:04:42.548Z",""
1082719006,"SFDC","GetCompanyMatches","2015-02-04T05:09:16.978Z","2015-02-04T05:09:31.446Z",""
1082719158,"SFDC","AddressSearch","2015-02-04T05:10:21.071Z","2015-02-04T05:10:23.734Z","^correlationId^^messageId^8303663237709219565--7460aa0f.14b53d46249.71be^start^2015-02-04T05:10:21.068-06:00^requestValidation^PT0.003S^time1^2015-02-04T05:10:21.076-06:00^routeTo^DFSAbstraction_Common/1_0/ProxyServices/AddressSearchPS^errorAt^QASOnDemand^fault^<ctx:fault xmlns:ctx=""http://www.bea.com/wli/sb/context""><ctx:errorCode>NotLicensed</ctx:errorCode><ctx:reason>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f2fa8820-f510-4cb0-b99f-807ea75fb955)</ctx:reason><ctx:details><detail xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f2fa8820-f510-4cb0-b99f-807ea75fb955)</Message><ErrorId>-1000</ErrorId><RequestId>f2fa8820-f510-4cb0-b99f-807ea75fb955</RequestId></detail></ctx:details></ctx:fault>^header^<env:Header xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:env=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><headerData xmlns=""http://www.dell.com/DFS/GIL/HeaderDataXMLS""><CLIENT_ID>SFDC</CLIENT_ID><CLIENT_VERSION>1_0</CLIENT_VERSION></headerData></env:Header>^body^<soap:Body xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><soap:Fault><faultcode>NotLicensed</faultcode><faultstring>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f2fa8820-f510-4cb0-b99f-807ea75fb955)</faultstring><faultactor>http://www.qas.com/OnDemandIntermediary/</faultactor><detail><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f2fa8820-f510-4cb0-b99f-807ea75fb955)</Message><ErrorId>-1000</ErrorId><RequestId>f2fa8820-f510-4cb0-b99f-807ea75fb955</RequestId></detail></soap:Fault></soap:Body>"
1082719404,"SFDC","SubmitCustomerApplication","2015-02-04T05:10:49.137Z","2015-02-04T05:10:57.284Z",""
1082727258,"SFDC","GetCompanyMatches","2015-02-04T05:21:43.752Z","2015-02-04T05:21:58.771Z",""
1082727443,"SFDC","SubmitCustomerApplication","2015-02-04T05:22:07.150Z","2015-02-04T05:22:25.643Z",""
1082728316,"SFDC","SubmitCustomerApplication","2015-02-04T05:24:28.626Z","2015-02-04T05:24:33.168Z",""
1082729150,"SFDC","SubmitCustomerApplication","2015-02-04T05:27:37.167Z","2015-02-04T05:27:55.548Z",""
1082729116,"SFDC","GenerateAndUpdateDocuments","2015-02-04T05:27:42.743Z","2015-02-04T05:27:43.279Z",""
1082729248,"SFDC","GetCompanyMatches","2015-02-04T05:28:07.699Z","2015-02-04T05:28:18.771Z",""
1082731592,"SFDC","SubmitCustomerApplication","2015-02-04T05:34:48.455Z","2015-02-04T05:35:24.905Z",""
1082731543,"SFDC","SubmitCustomerApplication","2015-02-04T05:35:08.529Z","2015-02-04T05:35:14.260Z",""
1082734809,"SFDC","SubmitCustomerApplication","2015-02-04T05:44:21.593Z","2015-02-04T05:44:26.681Z",""
1082734883,"SFDC","GenerateAndUpdateDocuments","2015-02-04T05:44:41.676Z","2015-02-04T05:44:42.075Z",""
1082735146,"SFDC","GenerateAndUpdateDocuments","2015-02-04T05:45:09.768Z","2015-02-04T05:45:11.312Z",""
1082737651,"SFDC","GetCompanyMatches","2015-02-04T05:49:55.919Z","2015-02-04T05:50:01.891Z",""
1082738555,"SFDC","GetCompanyMatches","2015-02-04T05:51:43.971Z","2015-02-04T05:51:52.297Z",""
1082738633,"SFDC","SubmitCustomerApplication","2015-02-04T05:51:56.732Z","2015-02-04T05:52:12.372Z",""
1082739171,"SFDC","SubmitCustomerApplication","2015-02-04T05:53:33.139Z","2015-02-04T05:53:40.471Z",""
1082739258,"SFDC","GenerateAndUpdateDocuments","2015-02-04T05:53:51.701Z","2015-02-04T05:53:52.133Z",""
1082739655,"SFDC","GenerateAndUpdateDocuments","2015-02-04T05:54:51.252Z","2015-02-04T05:54:51.639Z",""
1082739828,"SFDC","AddressSearch","2015-02-04T05:55:28.921Z","2015-02-04T05:55:29.659Z","^correlationId^^messageId^8167041927174695604-466b317f.14b54238a1d.3b43^start^2015-02-04T05:55:28.919-06:00^requestValidation^PT0.002S^time1^2015-02-04T05:55:28.930-06:00^routeTo^DFSAbstraction_Common/1_0/ProxyServices/AddressSearchPS^errorAt^QASOnDemand^fault^<ctx:fault xmlns:ctx=""http://www.bea.com/wli/sb/context""><ctx:errorCode>NotLicensed</ctx:errorCode><ctx:reason>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (f13c24f8-5820-4e3a-a427-fbabc7ec9030)</ctx:reason><ctx:details><detail xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (f13c24f8-5820-4e3a-a427-fbabc7ec9030)</Message><ErrorId>-1000</ErrorId><RequestId>f13c24f8-5820-4e3a-a427-fbabc7ec9030</RequestId></detail></ctx:details></ctx:fault>^header^<env:Header xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:env=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><headerData xmlns=""http://www.dell.com/DFS/GIL/HeaderDataXMLS""><CLIENT_ID>SFDC</CLIENT_ID><CLIENT_VERSION>1_0</CLIENT_VERSION></headerData></env:Header>^body^<soap:Body xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><soap:Fault><faultcode>NotLicensed</faultcode><faultstring>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (f13c24f8-5820-4e3a-a427-fbabc7ec9030)</faultstring><faultactor>http://www.qas.com/OnDemandIntermediary/</faultactor><detail><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (f13c24f8-5820-4e3a-a427-fbabc7ec9030)</Message><ErrorId>-1000</ErrorId><RequestId>f13c24f8-5820-4e3a-a427-fbabc7ec9030</RequestId></detail></soap:Fault></soap:Body>"
1082740951,"SFDC","SubmitCustomerApplication","2015-02-04T05:58:46.405Z","2015-02-04T05:58:47.259Z",""
1082741082,"SFDC","GenerateAndUpdateDocuments","2015-02-04T05:59:16.179Z","2015-02-04T05:59:16.460Z",""
1082741419,"SFDC","SubmitCustomerApplication","2015-02-04T06:00:35.560Z","2015-02-04T06:00:40.405Z",""
1082741446,"SFDC","SubmitCustomerApplication","2015-02-04T06:00:36.300Z","2015-02-04T06:00:43.025Z",""
1082763595,"SFDC","SubmitCustomerApplication","2015-02-04T06:39:28.105Z","2015-02-04T06:39:33.839Z",""
1082794358,"SFDC","GetCompanyMatches","2015-02-04T07:21:38.302Z","2015-02-04T07:21:46.758Z",""
1082794732,"SFDC","GetCompanyMatches","2015-02-04T07:22:00.039Z","2015-02-04T07:22:13.831Z",""
1082795149,"SFDC","SubmitCustomerApplication","2015-02-04T07:22:19.572Z","2015-02-04T07:22:37.369Z",""
1082796826,"SFDC","GetCompanyMatches","2015-02-04T07:24:29.548Z","2015-02-04T07:24:47.638Z",""
1082797222,"SFDC","SubmitCustomerApplication","2015-02-04T07:25:04.108Z","2015-02-04T07:25:18.321Z",""
1082807741,"SFDC","GetCompanyMatches","2015-02-04T07:38:13.059Z","2015-02-04T07:38:32.872Z",""
1082808155,"SFDC","SubmitCustomerApplication","2015-02-04T07:38:46.205Z","2015-02-04T07:39:05.163Z",""
1082810626,"SFDC","SubmitCustomerApplication","2015-02-04T07:41:45.159Z","2015-02-04T07:41:52.136Z",""
1082811334,"SFDC","GenerateAndUpdateDocuments","2015-02-04T07:42:14.496Z","2015-02-04T07:42:14.844Z",""
1082811604,"SFDC","GenerateAndUpdateDocuments","2015-02-04T07:42:31.757Z","2015-02-04T07:42:32.853Z",""
1082811630,"SFDC","GenerateAndUpdateDocuments","2015-02-04T07:42:34.189Z","2015-02-04T07:42:35.090Z",""
1082812457,"SFDC","GetCompanyMatches","2015-02-04T07:43:01.669Z","2015-02-04T07:43:13.847Z",""
1082812843,"SFDC","SubmitCustomerApplication","2015-02-04T07:43:24.540Z","2015-02-04T07:43:37.923Z",""
1082815069,"SFDC","GenerateAndUpdateDocuments","2015-02-04T07:45:25.382Z","2015-02-04T07:45:25.900Z",""
1082815111,"SFDC","GenerateAndUpdateDocuments","2015-02-04T07:45:27.163Z","2015-02-04T07:45:27.456Z",""
1082821746,"SFDC","GetCompanyMatches","2015-02-04T07:50:33.667Z","2015-02-04T07:50:47.326Z",""
1082822193,"SFDC","SubmitCustomerApplication","2015-02-04T07:50:55.712Z","2015-02-04T07:51:13.633Z",""
1082825182,"SFDC","GetCompanyMatches","2015-02-04T07:54:04.859Z","2015-02-04T07:54:13.085Z",""
1082827676,"SFDC","SubmitCustomerApplication","2015-02-04T07:55:22.855Z","2015-02-04T07:56:08.644Z",""
1082834939,"SFDC","SubmitCustomerApplication","2015-02-04T08:01:35.805Z","2015-02-04T08:01:43.471Z",""
1082837659,"SFDC","GetCompanyMatches","2015-02-04T08:02:57.732Z","2015-02-04T08:03:12.371Z",""
1082838315,"SFDC","SubmitCustomerApplication","2015-02-04T08:03:21.789Z","2015-02-04T08:03:41.727Z",""
1082840013,"SFDC","SubmitCustomerApplication","2015-02-04T08:04:46.215Z","2015-02-04T08:04:51.039Z",""
1082865616,"SFDC","GetCompanyMatches","2015-02-04T08:18:15.661Z","2015-02-04T08:18:35.392Z",""
1082867858,"SFDC","AddressSearch","2015-02-04T08:19:31.001Z","2015-02-04T08:19:32.592Z","^correlationId^^messageId^1348698722534462142--6a56f3f.14b54da0154.-a36^start^2015-02-04T08:19:30.999-06:00^requestValidation^PT0.002S^time1^2015-02-04T08:19:31.019-06:00^routeTo^DFSAbstraction_Common/1_0/ProxyServices/AddressSearchPS^errorAt^QASOnDemand^fault^<ctx:fault xmlns:ctx=""http://www.bea.com/wli/sb/context""><ctx:errorCode>NotLicensed</ctx:errorCode><ctx:reason>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (15493b40-da61-46fe-aa37-32a405412efc)</ctx:reason><ctx:details><detail xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (15493b40-da61-46fe-aa37-32a405412efc)</Message><ErrorId>-1000</ErrorId><RequestId>15493b40-da61-46fe-aa37-32a405412efc</RequestId></detail></ctx:details></ctx:fault>^header^<env:Header xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:env=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><headerData xmlns=""http://www.dell.com/DFS/GIL/HeaderDataXMLS""><CLIENT_ID>SFDC</CLIENT_ID><CLIENT_VERSION>1_0</CLIENT_VERSION></headerData></env:Header>^body^<soap:Body xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><soap:Fault><faultcode>NotLicensed</faultcode><faultstring>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (15493b40-da61-46fe-aa37-32a405412efc)</faultstring><faultactor>http://www.qas.com/OnDemandIntermediary/</faultactor><detail><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (15493b40-da61-46fe-aa37-32a405412efc)</Message><ErrorId>-1000</ErrorId><RequestId>15493b40-da61-46fe-aa37-32a405412efc</RequestId></detail></soap:Fault></soap:Body>"
1082869515,"SFDC","AddressSearch","2015-02-04T08:20:19.298Z","2015-02-04T08:20:19.834Z","^correlationId^^messageId^1348698722534462142--6a56f3f.14b54da0154.-6c6^start^2015-02-04T08:20:19.296-06:00^requestValidation^PT0.001S^time1^2015-02-04T08:20:19.300-06:00^routeTo^DFSAbstraction_Common/1_0/ProxyServices/AddressSearchPS^errorAt^QASOnDemand^fault^<ctx:fault xmlns:ctx=""http://www.bea.com/wli/sb/context""><ctx:errorCode>NotLicensed</ctx:errorCode><ctx:reason>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f3fbf0a8-44fb-4cd8-8b9a-74937aef43f6)</ctx:reason><ctx:details><detail xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f3fbf0a8-44fb-4cd8-8b9a-74937aef43f6)</Message><ErrorId>-1000</ErrorId><RequestId>f3fbf0a8-44fb-4cd8-8b9a-74937aef43f6</RequestId></detail></ctx:details></ctx:fault>^header^<env:Header xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:env=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><headerData xmlns=""http://www.dell.com/DFS/GIL/HeaderDataXMLS""><CLIENT_ID>SFDC</CLIENT_ID><CLIENT_VERSION>1_0</CLIENT_VERSION></headerData></env:Header>^body^<soap:Body xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><soap:Fault><faultcode>NotLicensed</faultcode><faultstring>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f3fbf0a8-44fb-4cd8-8b9a-74937aef43f6)</faultstring><faultactor>http://www.qas.com/OnDemandIntermediary/</faultactor><detail><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'ITA' and scheme 'External' is not supported or user does not have the appropriate license(s). (f3fbf0a8-44fb-4cd8-8b9a-74937aef43f6)</Message><ErrorId>-1000</ErrorId><RequestId>f3fbf0a8-44fb-4cd8-8b9a-74937aef43f6</RequestId></detail></soap:Fault></soap:Body>"
1082874051,"SFDC","SubmitCustomerApplication","2015-02-04T08:22:52.760Z","2015-02-04T08:22:59.313Z",""
1082879713,"SFDC","GetCompanyMatches","2015-02-04T08:26:00.611Z","2015-02-04T08:26:10.324Z",""
1082880358,"SFDC","SubmitCustomerApplication","2015-02-04T08:26:18.596Z","2015-02-04T08:26:34.888Z",""
1082884311,"SFDC","GetCompanyMatches","2015-02-04T08:28:58.252Z","2015-02-04T08:29:06.592Z",""
1082884934,"SFDC","SubmitCustomerApplication","2015-02-04T08:29:12.514Z","2015-02-04T08:29:29.272Z",""
1082907289,"SFDC","SubmitCustomerApplication","2015-02-04T08:41:15.856Z","2015-02-04T08:41:20.781Z",""
1082913972,"SFDC","GetCompanyMatches","2015-02-04T08:45:02.245Z","2015-02-04T08:45:04.166Z",""
1082915440,"SFDC","SubmitCustomerApplication","2015-02-04T08:45:10.529Z","2015-02-04T08:45:29.380Z",""
1082922295,"SFDC","GenerateAndUpdateDocuments","2015-02-04T08:48:31.186Z","2015-02-04T08:48:31.954Z",""
1082949874,"SFDC","GetCompanyMatches","2015-02-04T09:00:47.537Z","2015-02-04T09:00:50.899Z",""
1082950918,"SFDC","SubmitCustomerApplication","2015-02-04T09:00:55.280Z","2015-02-04T09:01:09.397Z",""
1082967460,"SFDC","GetCompanyMatches","2015-02-04T09:07:58.353Z","2015-02-04T09:08:06.938Z",""
1082968572,"SFDC","GetCompanyMatches","2015-02-04T09:08:20.793Z","2015-02-04T09:08:35.386Z",""
1082973875,"SFDC","AddressSearch","2015-02-04T09:11:00.306Z","2015-02-04T09:11:00.934Z",""
1082974039,"SFDC","RetrieveFinalAddress","2015-02-04T09:11:04.318Z","2015-02-04T09:11:04.769Z",""
1082977264,"SFDC","SubmitCustomerApplication","2015-02-04T09:12:20.092Z","2015-02-04T09:12:27.359Z",""
1083014902,"SFDC","GenerateAndUpdateDocuments","2015-02-04T09:29:14.793Z","2015-02-04T09:29:15.362Z",""
1083029286,"SFDC","AddressSearch","2015-02-04T09:34:41.383Z","2015-02-04T09:34:43.313Z","^correlationId^^messageId^7400781897973418686-5a5078a6.14b5513a20e.544f^start^2015-02-04T09:34:41.381-06:00^requestValidation^PT0.002S^time1^2015-02-04T09:34:41.397-06:00^routeTo^DFSAbstraction_Common/1_0/ProxyServices/AddressSearchPS^errorAt^QASOnDemand^fault^<ctx:fault xmlns:ctx=""http://www.bea.com/wli/sb/context""><ctx:errorCode>NotLicensed</ctx:errorCode><ctx:reason>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (0d2b5c2d-3511-40af-89c8-0aedfcda36d8)</ctx:reason><ctx:details><detail xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (0d2b5c2d-3511-40af-89c8-0aedfcda36d8)</Message><ErrorId>-1000</ErrorId><RequestId>0d2b5c2d-3511-40af-89c8-0aedfcda36d8</RequestId></detail></ctx:details></ctx:fault>^header^<env:Header xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:env=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><headerData xmlns=""http://www.dell.com/DFS/GIL/HeaderDataXMLS""><CLIENT_ID>SFDC</CLIENT_ID><CLIENT_VERSION>1_0</CLIENT_VERSION></headerData></env:Header>^body^<soap:Body xmlns:xsd=""http://www.w3.org/2001/XMLSchema"" xmlns:soap=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><soap:Fault><faultcode>NotLicensed</faultcode><faultstring>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (0d2b5c2d-3511-40af-89c8-0aedfcda36d8)</faultstring><faultactor>http://www.qas.com/OnDemandIntermediary/</faultactor><detail><ExceptionCode>NotLicensed</ExceptionCode><Message>This combination of data mapping 'GBR' and scheme 'External' is not supported or user does not have the appropriate license(s). (0d2b5c2d-3511-40af-89c8-0aedfcda36d8)</Message><ErrorId>-1000</ErrorId><RequestId>0d2b5c2d-3511-40af-89c8-0aedfcda36d8</RequestId></detail></soap:Fault></soap:Body>"
